,event,time,Factory,Provider,T0,V1,V2,V3
1222,False,719.9,2.0,1.0,-4.53,-8.456,-232.0889516690261,1.004
1223,True,449.4,1.0,0.0,-7.318,-0.956,501.7258500273275,0.699
1224,False,301.2,0.0,0.0,-10.72,-6.606,-199.80738283817146,1.131
1225,True,147.89999999999998,1.0,0.0,-8.548,9.328,-125.46641721213365,0.829
1226,True,622.6,0.0,1.0,-11.78,-2.456,-169.3190299749075,0.93
1227,True,21.7,0.0,0.0,-18.344,-4.1,31.55046345299932,0.736
1228,True,1048.7,2.0,1.0,-9.742,-13.978,-481.1140290273661,0.996
1229,True,670.0,1.0,1.0,-7.38,11.164,-455.4568122252856,0.998
1230,True,1063.6,0.0,0.0,-12.134,-15.018,-1496.2639363204742,0.773
1231,True,386.6,1.0,1.0,-9.798,4.22,193.69931681606397,1.16
1232,True,929.5,2.0,1.0,-8.813,-7.342,-1101.5764969143447,0.839
1233,True,1235.2,1.0,1.0,-7.899,-0.084,-641.5874726355783,0.836
1234,True,554.7,1.0,1.0,-9.6,0.106,-281.5106654278503,0.923
1235,True,502.7000000000001,2.0,0.0,-6.831,-8.01,23.41322053466652,0.63
1236,True,1746.9,2.0,1.0,-8.794,-12.346,648.4190435632589,0.611
1237,True,564.0,2.0,1.0,-6.632,-4.428,-664.5570565533142,0.832
1238,True,841.5999999999999,1.0,1.0,-8.406,2.772,1154.8992971368025,1.126
1239,True,177.39999999999998,2.0,0.0,-6.115,-8.706,-96.74911152656314,0.696
1240,True,612.8,2.0,1.0,-8.595,-7.46,529.2648370647538,0.697
1241,True,242.6,1.0,0.0,-6.743,3.12,252.4023610320095,1.041
1242,False,396.1,2.0,0.0,-10.109,-1.656,-559.1365142734398,0.68
1243,True,704.5999999999999,1.0,1.0,-9.878,1.52,1016.6066131425349,1.122
1244,False,115.6,1.0,0.0,-9.17,8.368,-8.73999653807628,0.799
1245,True,769.5999999999999,0.0,1.0,-14.808,-9.282,-714.8025481169601,1.163
1246,True,476.4,2.0,0.0,-3.57,-8.258,-109.06684253762175,0.837
1247,True,985.8,0.0,0.0,-10.354,-7.084,-27.146030674060583,0.581
1248,False,521.8,2.0,0.0,-6.826,-6.278,193.2854749833724,0.973
1249,True,1050.6999999999998,2.0,0.0,-8.634,-5.988,33.39091091588678,0.897
1250,True,221.7,0.0,1.0,-12.046,-11.0,28.45286406697284,1.014
1251,True,925.7,2.0,0.0,-7.625,-14.706,-496.2544963425897,0.856
1252,True,163.79999999999998,1.0,1.0,-12.744,-0.016,68.12438208288846,0.989
1253,False,275.5,2.0,1.0,-7.464,-8.112,372.8141470189027,0.931
1254,True,482.1,0.0,0.0,-12.747,-5.178,241.32116488124544,1.007
1255,True,31.8,1.0,0.0,-8.07,3.22,40.42562658966208,0.908
1256,True,1616.0,0.0,1.0,-11.099,-12.35,420.4047968693059,1.097
1257,True,202.1,1.0,0.0,-8.674,10.37,95.83832021451735,0.597
1258,True,1344.5,2.0,0.0,-4.805,-1.612,405.11780330239645,0.23
1259,False,263.1,2.0,0.0,-4.906,-5.532,-670.783487040688,0.962
1260,True,543.1,2.0,0.0,-8.316,-2.306,-864.0362657444623,1.055
1261,True,140.6,1.0,1.0,-9.517,-1.644,203.76612943127017,1.094
1262,True,785.3,2.0,0.0,-4.661,-15.43,707.1085592664097,0.854
1263,True,369.3,0.0,1.0,-13.564,-9.66,-839.9117091122171,1.027
1264,False,104.1,2.0,0.0,-9.224,-3.732,-271.0170003643888,1.155
1265,False,428.8,2.0,0.0,-6.972,-3.198,-95.731156720922,0.803
1266,False,238.9,0.0,0.0,-15.604,-6.308,-213.86999441869094,0.754
1267,True,2036.6,2.0,1.0,-6.367,-13.37,-1814.0913584847833,1.185
1268,False,113.2,0.0,0.0,-15.296,-5.022,-73.80432080664393,0.612
1269,True,390.7,1.0,1.0,-9.72,8.548,95.61470857392054,1.11
1270,True,434.8,0.0,0.0,-12.082,-16.708,455.8838229084548,0.521
1271,True,1884.7,2.0,1.0,-7.126,0.59,-376.86229787381734,1.173
1272,True,586.1,2.0,0.0,-8.942,-6.984,-85.84498595979882,0.824
1273,True,222.6,0.0,0.0,-13.221,-6.576,-349.9810003911259,0.405
1274,True,512.7,2.0,1.0,-4.036,-13.56,568.5082050366141,1.063
1275,True,322.8,0.0,1.0,-13.595,-5.492,-259.61658427923754,1.179
1276,True,302.0,1.0,1.0,-10.105,14.778,-58.895770533231996,1.09
1277,True,1162.2,2.0,0.0,-7.097,-10.026,-1207.9133352124488,1.007
1278,False,548.0,1.0,1.0,-11.98,7.614,149.29634546122114,0.569
1279,True,586.0,1.0,1.0,-11.664,0.768,-93.31224829583901,1.18
1280,True,282.6,1.0,1.0,-11.964,-4.478,-323.8997636415065,1.094
1281,True,260.7,2.0,0.0,-7.266,-9.828,-512.3658160842099,0.927
1282,True,451.3,1.0,0.0,-12.409,2.476,101.75710642486939,1.144
1283,True,600.9000000000001,0.0,0.0,-11.889,-6.438,-327.95999359690916,0.75
1284,True,620.2,2.0,0.0,-11.074,-5.402,-1659.9418128122195,0.783
1285,False,59.1,1.0,1.0,-13.805,9.49,23.029510510311965,1.175
1286,True,1569.5,2.0,1.0,-5.629,-5.83,1431.1834643128516,1.095
1287,True,371.6,0.0,1.0,-14.348,-13.624,-465.92854353972365,1.138
1288,True,60.2,1.0,0.0,-12.489,2.102,-48.2073664339042,1.077
1289,True,255.1,2.0,0.0,-11.353,-4.304,-16.985814569576906,0.993
1290,True,394.4,1.0,0.0,-11.467,6.426,-23.2435631836869,1.053
1291,False,343.1,0.0,1.0,-11.084,-13.284,-149.3227918492187,1.154
1292,False,261.70000000000005,0.0,0.0,-9.268,-3.792,637.8742416646811,1.048
1293,True,638.0,2.0,0.0,-5.408,-7.408,710.8277126167857,0.887
1294,True,606.9,2.0,0.0,-7.984,-7.696,769.766989804143,0.773
1295,False,162.0,2.0,0.0,-7.213,-9.31,-91.72669549068625,0.525
1296,True,59.2,1.0,1.0,-10.826,5.248,-20.69339825765097,1.118
1297,True,1040.8,0.0,0.0,-8.18,-11.77,-580.2224330566515,0.67
1298,False,439.3,0.0,1.0,-13.286,-5.214,627.1216426825966,1.084
1299,True,205.6,1.0,0.0,-9.812,10.768,-71.6916085689381,0.963
1300,False,236.5,2.0,0.0,-6.079,-3.496,287.50573268696826,0.854
1301,True,755.3,1.0,1.0,-9.998,-3.512,-1057.476468760216,1.023
1302,True,246.6,2.0,1.0,-6.738,-4.234,-356.3077877355977,0.928
1303,True,714.2,0.0,1.0,-12.338,2.86,-1217.664330246876,1.097
1304,True,143.0,2.0,0.0,-9.254,-2.774,-36.1491638429914,0.628
1305,False,183.9,0.0,1.0,-12.843,-2.966,418.72836770445673,1.044
1306,True,500.3,2.0,0.0,-7.147,-10.656,457.8393494819547,0.907
1307,True,225.4,0.0,0.0,-14.711,-1.144,-509.49295920960225,0.65
1308,False,53.3,1.0,0.0,-13.634,5.86,140.43142690166133,0.652
1309,True,729.3000000000001,2.0,0.0,-7.795,-3.122,1195.599380870316,0.675
1310,True,1309.3000000000002,2.0,1.0,-6.331,-1.696,233.55362622501582,0.817
1311,True,38.5,1.0,1.0,-12.25,-7.006,-5.392837088376185,1.061
1312,True,39.5,1.0,1.0,-11.327,4.272,-68.06133808217908,1.134
1313,True,442.6,0.0,0.0,-13.492,-7.486,-325.78104339545007,0.272
1314,False,435.3,2.0,0.0,-6.764,-8.714,207.5417320573266,0.981
1315,True,83.2,0.0,1.0,-13.695,-8.788,-71.46201120216564,1.153
1316,False,173.9,0.0,0.0,-15.573,-10.3,130.07348697750288,0.677
1317,False,190.5,1.0,0.0,-11.26,-1.56,-115.5265924652795,1.014
1318,True,137.89999999999998,2.0,0.0,-7.19,-8.514,257.6370895421823,1.081
1319,False,1260.2,0.0,1.0,-11.684,-9.696,-1795.8136965640797,1.141
1320,True,1448.1999999999998,2.0,1.0,-10.043,-8.652,1582.5868790598083,1.161
1321,True,93.6,2.0,0.0,-8.734,-7.924,119.68174698122583,0.815
1322,True,51.2,1.0,0.0,-10.497,7.068,-22.807294668087977,0.941
1323,True,1216.5,2.0,0.0,-10.542,-9.94,953.9866556249032,0.945
1324,False,437.6,0.0,0.0,-9.24,-2.526,43.949666195877555,0.99
1325,False,1430.6999999999998,2.0,1.0,-8.183,-1.692,-908.3074361272625,0.897
1326,False,277.5,0.0,1.0,-11.442,-12.78,91.7942227149139,1.183
1327,True,207.1,0.0,1.0,-12.953,-6.286,229.90200667102914,1.028
1328,True,962.4,1.0,0.0,-12.618,3.514,1340.355953865204,1.039
1329,False,294.8,0.0,1.0,-15.392,-3.12,170.4187265536473,0.883
1330,True,1104.2,2.0,0.0,-7.157,-2.386,-1744.053249763553,0.693
1331,True,676.5999999999999,2.0,0.0,-7.834,-16.88,-431.060946175941,0.822
1332,False,465.5,0.0,0.0,-12.048,-11.376,75.96080354502217,1.047
1333,True,52.7,0.0,0.0,-11.618,-5.598,-91.13294336580513,0.843
1334,True,1001.7,2.0,0.0,-3.834,-4.618,-295.84399427272615,0.763
1335,True,144.4,0.0,0.0,-14.188,-4.83,-127.29289188528489,1.035
1336,True,948.1,0.0,1.0,-13.62,-8.07,1099.2084471203843,1.169
1337,True,1963.5,2.0,1.0,-8.072,-12.38,-978.5863705885779,1.069
1338,True,799.4,1.0,1.0,-10.778,1.16,-1271.875611050495,0.817
1339,True,420.0,0.0,0.0,-13.713,-6.23,-579.0626342312436,0.938
1340,True,1685.1,2.0,1.0,-9.306,-7.294,-1852.8617424877116,1.16
1341,True,539.6,1.0,0.0,-8.788,4.408,-985.223690236365,0.956
1342,True,1307.4,2.0,1.0,-8.358,-2.846,565.2720088507335,1.046
1343,False,262.2,0.0,0.0,-14.398,-1.372,38.771333218729744,0.727
1344,True,488.9,2.0,0.0,-10.427,-1.602,481.93287508416444,0.876
1345,True,428.5,2.0,0.0,-4.869,-5.528,84.13106453031523,0.741
1346,True,839.4,2.0,0.0,-6.261,-7.52,-963.9656747351596,1.003
1347,True,1795.6999999999998,0.0,1.0,-10.013,-11.34,-1035.829370471735,0.715
1348,True,167.3,0.0,0.0,-12.696,-11.446,62.91194264218048,0.813
1349,True,729.4,2.0,1.0,-11.446,-18.49,-1396.0733197351653,1.141
1350,True,1298.1,2.0,1.0,-9.938,-4.512,2123.4444906025697,0.902
1351,True,153.4,0.0,0.0,-14.026,-9.348,-116.44951358592745,0.771
1352,True,638.8000000000001,0.0,0.0,-10.718,-7.682,211.7286880869561,0.214
1353,False,396.8,1.0,1.0,-8.834,1.386,492.94027867706063,0.929
1354,True,251.2,0.0,0.0,-15.564,-2.968,-312.1019063997525,0.775
1355,True,630.5,0.0,0.0,-15.558,-8.356,-286.23622378240793,1.151
1356,True,697.0,1.0,1.0,-7.161,6.04,827.5449531692896,1.143
1357,True,845.0,1.0,1.0,-8.818,6.94,-2071.717360899805,1.005
1358,True,367.5,1.0,0.0,-6.658,4.94,-222.338062649396,0.819
1359,True,40.8,2.0,0.0,-7.754,-2.766,49.6826462577193,0.456
1360,True,1170.6,2.0,0.0,-4.234,-1.908,328.2058058700185,0.658
1361,True,1136.1,1.0,0.0,-7.312,2.442,-202.52997698096522,0.58
1362,True,623.8000000000001,2.0,1.0,-6.886,-7.008,92.59470165146865,1.075
1363,True,343.7,0.0,0.0,-14.362,2.19,-364.53631553462026,1.067
1364,True,186.1,1.0,0.0,-11.209,5.06,104.00270299295015,0.612
1365,True,0.7000000000000001,2.0,0.0,-4.442,0.338,-0.42328616313248757,1.06
1366,False,284.9,1.0,1.0,-13.26,8.182,333.13229276693494,1.139
1367,True,362.0,2.0,0.0,-9.16,-4.244,23.98447730253955,0.597
1368,True,562.4,1.0,1.0,-13.248,3.32,-405.022676628197,1.113
1369,True,36.6,0.0,0.0,-12.484,-11.576,-16.758501620874632,0.894
1370,True,203.6,2.0,1.0,-7.002,-3.274,288.14412018433825,0.938
1371,True,150.5,2.0,0.0,-8.381,-5.424,15.234093257581279,0.875
1372,False,967.6,0.0,1.0,-15.87,-11.786,859.3149680373006,1.079
1373,True,79.4,0.0,1.0,-12.694,-5.152,-82.42299234175205,0.961
1374,True,872.5,0.0,1.0,-14.483,-9.502,288.7561798114113,1.189
1375,True,156.8,2.0,1.0,-7.813,-6.446,-224.79133568708548,1.107
1376,True,194.0,0.0,0.0,-10.193,-1.59,-41.192563307164356,0.716
1377,True,521.5999999999999,0.0,1.0,-14.033,-13.306,691.8413398343906,1.1
1378,True,272.9,2.0,1.0,-8.49,-6.58,361.4165207100002,1.13
1379,True,11.5,0.0,0.0,-15.68,-3.714,-1.6977416441348998,0.671
1380,True,888.8,2.0,0.0,-4.331,-14.918,481.275155097053,0.783
1381,True,261.8,2.0,0.0,-9.069,-4.148,215.778854121819,1.048
1382,False,55.6,2.0,0.0,-9.864,-9.836,-72.25891502438954,0.894
1383,True,367.3,2.0,0.0,-8.011,-1.76,-328.9378569017389,0.452
1384,True,585.4,1.0,0.0,-11.024,1.634,751.8728086003663,1.027
1385,True,360.0,0.0,1.0,-13.253,-8.424,875.7037532400775,1.083
1386,True,141.5,1.0,0.0,-12.161,7.45,-205.99072858930867,0.822
1387,True,1132.3,1.0,1.0,-10.198,7.964,159.8882983081428,1.037
1388,True,186.0,1.0,0.0,-12.854,9.15,-160.31152698493557,0.909
1389,True,965.8,1.0,0.0,-10.728,2.09,437.84704903620457,0.636
1390,True,543.5,2.0,1.0,-4.994,-1.538,-0.10750907093803619,0.869
1391,True,90.2,2.0,1.0,-9.164,-15.406,-78.49261402288234,0.85
1392,True,512.8,2.0,0.0,-8.676,-2.35,1167.2573039749489,0.492
1393,False,174.4,1.0,1.0,-12.249,4.644,-411.30434149871206,0.879
1394,False,284.1,0.0,1.0,-14.745,-0.312,332.9389278025656,1.13
1395,True,372.9,0.0,0.0,-12.418,-8.428,438.9574926070443,0.934
1396,True,169.1,1.0,1.0,-7.249,13.866,-145.80970962794407,1.122
1397,False,394.9,2.0,0.0,-6.828,-10.112,-41.97449768741858,0.939
1398,False,97.4,1.0,1.0,-9.405,9.69,102.0376407880794,0.984
1399,True,33.3,0.0,0.0,-13.376,-10.87,-14.399974629392434,0.657
1400,True,0.5,1.0,0.0,-11.379,3.592,-3.483332533040913,0.97
1401,True,1655.2,1.0,1.0,-12.357,-5.434,3170.9961731461285,1.058
1402,True,692.6,0.0,1.0,-12.21,-5.298,-1344.330848199085,1.101
1403,True,1476.9,0.0,1.0,-12.08,-14.554,-56.01715284538478,1.167
1404,False,160.3,1.0,0.0,-8.85,13.296,-112.60882202248168,0.949
1405,False,74.7,1.0,1.0,-11.986,3.552,25.746553262943703,1.126
1406,True,919.3,0.0,1.0,-13.632,-12.172,965.2328566703324,0.912
1407,True,880.9000000000001,0.0,0.0,-10.983,-12.392,-1268.7233321707101,0.901
1408,False,958.8,1.0,1.0,-14.238,0.98,-1131.1824273676082,0.809
1409,True,246.8,0.0,0.0,-11.37,-9.676,200.78348761815246,1.108
1410,True,535.2,2.0,0.0,-7.971,-6.818,175.10728603701224,0.321
1411,True,80.7,1.0,0.0,-8.309,12.36,-104.10165532438336,0.78
1412,True,786.1,2.0,0.0,-9.8,-5.72,-37.662598007267846,0.911
1413,True,251.2,1.0,0.0,-9.882,1.078,24.494957713448898,0.733
1414,True,221.6,1.0,1.0,-13.152,4.322,483.72389562650034,1.02
1415,True,1103.1999999999998,1.0,1.0,-9.731,8.992,87.22347662523282,1.179
1416,True,637.5,0.0,0.0,-15.62,-7.57,-478.7385522343781,1.048
1417,True,601.1999999999999,1.0,1.0,-8.75,3.78,-960.0953214744999,1.146
1418,True,23.700000000000003,0.0,1.0,-13.648,-10.702,-5.678100601267541,0.979
1419,True,353.1,2.0,1.0,-7.526,-6.224,393.7933149020254,1.076
1420,True,633.5,0.0,0.0,-14.524,-7.514,-1295.1951152340064,1.1
1421,True,171.29999999999998,1.0,1.0,-9.996,9.62,74.57227686839194,1.085
1422,True,637.5,2.0,1.0,-7.122,-2.07,477.730230521829,0.98
1423,True,269.6,0.0,1.0,-13.878,-9.852,-74.60793142358847,0.967
1424,True,129.4,1.0,0.0,-11.915,4.096,-15.566150478964273,0.794
1425,True,45.2,2.0,1.0,-5.604,-6.676,29.95546795699224,1.171
1426,True,353.9,1.0,1.0,-6.754,6.616,162.36538628205906,1.119
1427,False,139.2,1.0,0.0,-7.418,7.556,189.02062265489008,0.676
1428,True,903.5,0.0,1.0,-10.951,-7.26,-291.78483495683207,1.158
1429,False,85.19999999999999,1.0,1.0,-9.622,15.236,59.79385744100178,1.146
1430,True,1193.4,2.0,0.0,-10.188,-10.426,-1354.029964440329,0.968
1431,True,530.5,2.0,1.0,-6.59,-14.506,562.3205754673045,1.145
1432,True,1089.4,2.0,0.0,-4.331,-10.652,-2167.2622075288764,0.943
1433,True,844.0999999999999,0.0,1.0,-13.43,-1.526,-542.5028857819847,1.096
1434,True,196.8,0.0,1.0,-11.73,-4.836,-196.79956208587586,1.052
1435,True,42.2,1.0,0.0,-11.176,11.902,32.119629235975836,1.068
1436,True,359.20000000000005,2.0,0.0,-5.792,4.086,-277.9712290913093,0.906
1437,False,692.6,1.0,0.0,-12.04,-6.372,-781.892432773853,1.047
1438,False,227.3,1.0,1.0,-10.844,-1.386,232.5242936085689,1.143
1439,True,237.3,0.0,0.0,-11.88,-7.654,202.1797589027306,0.801
1440,True,827.0999999999999,0.0,0.0,-11.814,-1.16,-389.31455972364984,0.983
1441,True,1304.6,2.0,1.0,-7.857,-5.976,-626.9908554183105,1.011
1442,True,24.3,1.0,1.0,-8.896,9.888,0.6856086721856571,1.032
1443,True,7.199999999999999,0.0,1.0,-11.406,-2.83,-1.848250086313449,1.153
1444,True,286.6,2.0,1.0,-7.869,-6.59,297.34005514703597,1.108
1445,True,96.9,0.0,0.0,-13.689,-8.632,-40.52007334035697,0.964
1446,False,931.9,2.0,1.0,-7.727,-4.164,-674.8324325325299,0.966
1447,True,218.2,2.0,0.0,-8.192,-3.64,-251.84200645717252,0.94
1448,True,671.8000000000001,0.0,0.0,-10.292,-2.32,143.97886093229874,0.844
1449,True,469.1,2.0,1.0,-7.492,-11.434,-428.3182284123913,0.906
1450,False,1040.6999999999998,2.0,1.0,-5.55,-10.81,198.69935222301993,0.794
1451,True,919.0,2.0,0.0,-9.046,-5.844,-605.8906367151493,0.878
1452,False,299.0,1.0,1.0,-7.826,2.942,-63.67950367632295,1.12
1453,False,150.9,1.0,1.0,-11.232,1.882,-179.66096596162362,0.851
1454,True,651.5999999999999,1.0,0.0,-9.707,2.494,55.68319411749727,0.731
1455,True,1240.0,0.0,1.0,-9.87,-5.488,-1779.8302120684023,1.002
1456,True,199.1,2.0,1.0,-7.386,-7.796,-199.39851241150856,1.175
1457,True,1456.6999999999998,0.0,1.0,-13.156,2.106,1655.175475232627,1.174
1458,False,354.20000000000005,2.0,0.0,-6.111,-3.732,-305.5994899864587,0.828
1459,True,263.9,2.0,1.0,-6.6,-6.856,174.3533835244744,1.018
1460,False,1063.4,2.0,1.0,-7.61,-7.512,-561.3890398865041,1.148
1461,False,1357.3,1.0,1.0,-10.135,1.66,2337.8364679219835,1.184
1462,True,647.0999999999999,1.0,0.0,-9.881,3.49,578.3584534536777,0.993
1463,False,395.4,2.0,0.0,-7.636,-4.872,-526.2892173992321,0.924
1464,True,3.8,0.0,0.0,-14.968,-9.078,-5.015531062991993,0.686
1465,True,928.1,2.0,0.0,-5.434,-3.286,321.0673659350206,1.183
1466,True,1138.3,0.0,1.0,-12.582,1.818,99.45615827814201,0.944
1467,True,699.3000000000001,1.0,1.0,-8.874,9.994,-521.4510980595929,0.894
1468,True,431.8,2.0,0.0,-6.172,-12.66,-133.91799490198764,0.895
1469,False,654.5999999999999,2.0,0.0,-6.684,-18.582,356.4224150855701,0.41
1470,True,323.2,2.0,1.0,-6.476,-2.678,656.0124137149131,1.055
1471,True,856.0,1.0,0.0,-8.373,-5.154,-138.90382036030599,1.096
1472,True,1083.0,0.0,1.0,-15.002,-13.06,-708.3536393935462,1.164
1473,False,212.9,2.0,0.0,-7.088,-11.302,94.98603709257722,0.953
1474,True,893.1999999999999,2.0,1.0,-9.227,-9.418,1382.890927179812,0.901
1475,True,905.0,2.0,1.0,-7.735,-13.868,912.4650431014504,1.099
1476,True,475.1,1.0,0.0,-9.35,6.134,-192.6039536923075,1.126
1477,True,1279.1,0.0,1.0,-12.404,-15.074,385.35238103753585,0.901
1478,True,540.4,1.0,1.0,-10.658,13.366,-511.7439009954746,0.898
1479,False,143.4,0.0,1.0,-13.53,-11.944,15.422053248636594,1.113
1480,True,997.4,0.0,1.0,-15.029,-1.308,1289.5465831423874,1.126
1481,True,245.8,0.0,0.0,-10.688,-6.054,187.654893103837,0.811
1482,True,573.9,2.0,1.0,-8.615,-9.576,-83.00310441163066,1.104
1483,False,374.7,2.0,1.0,-7.788,-4.558,193.43415049889165,1.128
1484,True,1159.7,2.0,1.0,-5.993,1.762,496.8342397224705,1.088
1485,False,104.3,1.0,0.0,-8.328,7.088,150.36268384112032,1.047
1486,True,80.8,1.0,0.0,-9.754,12.502,66.10977849620475,0.982
1487,False,902.2,1.0,1.0,-10.298,-1.198,-714.5228374070339,0.968
1488,True,605.6,2.0,0.0,-5.325,-10.764,-13.41635973561707,1.062
1489,True,366.0,1.0,1.0,-13.257,-0.358,-305.9894555582272,1.172
1490,True,1301.8000000000002,1.0,1.0,-8.613,9.564,-1989.0496846780234,1.174
1491,True,894.5999999999999,2.0,0.0,-8.286,-5.346,-537.0353029896703,0.932
1492,True,756.9,0.0,0.0,-12.92,-8.36,-1189.8460620207834,0.944
1493,False,188.2,2.0,0.0,-8.149,-2.174,-371.5139292164574,1.173
1494,False,730.8,0.0,0.0,-15.274,-6.394,-81.74461561221545,0.701
1495,True,463.0,0.0,0.0,-13.936,-4.498,211.49975432646048,0.561
1496,True,456.9,0.0,1.0,-9.643,-7.258,-556.0096069161783,1.11
1497,True,1243.0,2.0,1.0,-7.482,-3.144,-654.5643416222384,1.153
1498,True,313.6,2.0,0.0,-7.097,-3.55,14.465446417210174,0.917
1499,True,65.19999999999999,1.0,1.0,-10.502,5.96,120.38162478073608,0.943
1500,True,799.3000000000001,2.0,0.0,-6.367,-9.172,922.6041690869315,0.849
1501,False,332.6,2.0,1.0,-6.217,-4.962,-339.9784380175665,1.089
1502,True,730.0,2.0,1.0,-7.232,-11.47,115.85159614316434,1.075
1503,True,925.6,2.0,1.0,-6.992,-10.408,-1312.2396513226347,1.153
1504,False,530.2,1.0,0.0,-9.75,-4.764,-218.37447206088905,0.837
1505,True,1214.9,0.0,0.0,-13.047,-14.834,-773.0816870562302,0.802
1506,True,123.9,1.0,0.0,-8.965,11.17,121.36684222868278,0.729
1507,True,620.1,0.0,1.0,-13.307,-1.828,-473.0505968218374,1.145
1508,False,144.3,1.0,0.0,-10.58,3.342,35.67914639776443,1.167
1509,True,442.8,2.0,0.0,-7.766,-4.88,328.2644654389616,0.946
1510,True,924.9,2.0,1.0,-8.473,-1.07,320.25403369570387,0.816
1511,True,203.1,2.0,0.0,-6.666,-0.49,-40.647712463944245,0.856
1512,True,351.3,0.0,1.0,-11.508,-5.892,-261.23967805907387,1.135
1513,True,105.1,2.0,1.0,-7.854,-4.054,18.237938257133393,1.134
1514,True,56.5,1.0,1.0,-9.738,12.42,98.68168125285739,1.128
1515,True,140.39999999999998,1.0,0.0,-13.884,5.68,16.09679841958619,0.935
1516,True,1330.5,1.0,1.0,-6.023,1.254,706.8025724882597,1.029
1517,True,10.2,0.0,0.0,-11.136,-7.176,-5.517662872905698,0.797
1518,True,1058.3,1.0,1.0,-8.87,5.708,-1223.8791022924538,1.152
1519,False,475.4,2.0,0.0,-6.138,-1.572,-613.886782111087,0.918
1520,True,481.8,2.0,0.0,-6.669,-6.786,-643.6488087741242,0.907
1521,False,352.6,1.0,1.0,-9.002,1.4,-157.75439685681752,0.973
1522,True,508.3,1.0,0.0,-6.798,3.646,-342.9953643837268,0.7
1523,True,6.1,1.0,0.0,-10.58,-2.014,3.562412737342417,0.682
1524,True,94.5,1.0,0.0,-10.279,3.398,104.38309823514149,0.369
1525,False,241.3,1.0,0.0,-10.191,4.33,224.0601699596623,0.811
1526,True,454.6,0.0,1.0,-14.43,-2.622,240.93026468604987,1.15
1527,True,1136.7,2.0,0.0,-6.294,-6.056,-903.3342532218563,0.784
1528,True,104.4,1.0,0.0,-10.652,0.918,-117.06923200124524,0.996
1529,False,226.1,0.0,0.0,-8.396,-7.988,-359.87089420369347,0.865
1530,True,1235.0,2.0,1.0,-10.378,-5.714,224.15734430894892,0.986
1531,False,447.6,1.0,1.0,-10.805,12.504,71.04371039261989,0.926
1532,False,461.8,0.0,0.0,-12.093,-6.648,485.5808827196064,0.815
1533,True,165.5,1.0,0.0,-8.194,4.642,-27.234923049740868,0.772
1534,True,46.3,1.0,0.0,-10.946,6.26,34.68216077624082,0.778
1535,True,33.6,2.0,0.0,-12.822,-11.772,22.8186159186035,0.671
1536,True,343.8,2.0,0.0,-6.854,-2.618,-32.964641040137685,0.997
1537,False,183.5,1.0,1.0,-8.82,7.888,-35.41037454841887,0.828
1538,True,127.7,1.0,1.0,-7.846,6.252,165.13665739113935,0.829
1539,True,652.9000000000001,2.0,0.0,-10.906,-16.266,-955.1656819506692,1.097
1540,True,1189.6,0.0,1.0,-13.376,-10.882,-214.25603376305352,1.047
1541,True,423.6,0.0,1.0,-8.244,-13.544,171.6258790039623,1.002
1542,True,1355.8000000000002,1.0,1.0,-7.199,2.052,-2792.934392107149,1.141
1543,True,879.4,2.0,1.0,-8.886,3.01,-256.7809487746873,0.922
1544,True,459.6,0.0,0.0,-10.472,-9.842,-392.1723217112589,0.409
1545,True,849.8000000000001,1.0,1.0,-10.04,-4.46,8.875893157000483,1.041
1546,False,208.9,1.0,1.0,-9.175,7.14,163.50803993672392,1.176
1547,True,104.3,1.0,1.0,-8.596,16.958,-66.53306416743933,0.974
1548,True,518.9,2.0,0.0,-8.956,-8.12,-29.398664251612605,0.937
1549,False,116.5,2.0,1.0,-6.806,-5.906,55.23777815348795,1.141
1550,False,671.5,2.0,1.0,-9.204,-10.938,-1266.262604569394,1.044
1551,False,1014.4,0.0,1.0,-13.452,-11.734,-1114.5416125220056,1.188
1552,False,171.29999999999998,2.0,0.0,-7.073,-4.628,240.39475418980172,0.55
1553,True,621.9,0.0,0.0,-11.434,-8.498,-381.2347744803199,0.816
1554,True,697.6999999999999,2.0,1.0,-9.223,-4.016,-768.4115181260933,1.078
1555,False,105.3,1.0,0.0,-7.783,9.404,25.465635311930154,0.957
1556,True,315.79999999999995,1.0,1.0,-9.61,-1.834,17.19950888648125,1.104
1557,True,147.3,1.0,0.0,-10.548,13.99,-58.31176545569443,1.063
1558,False,1308.9,0.0,1.0,-12.24,-12.734,-1823.349009425817,0.786
1559,False,432.6,1.0,1.0,-8.202,13.546,194.02486660609765,0.975
1560,True,764.9,2.0,1.0,-7.724,-5.726,-320.82052355920183,1.007
1561,True,471.0,1.0,1.0,-7.145,-5.732,-342.5377173559272,0.734
1562,True,541.3000000000001,0.0,0.0,-14.132,-9.604,869.7841794664142,1.045
1563,True,479.6,2.0,0.0,-7.906,-11.052,56.67480630846763,0.64
1564,True,1410.3,0.0,1.0,-12.917,-10.866,-735.725286534206,1.088
1565,True,226.2,2.0,0.0,-6.062,-1.904,57.36369504553331,0.834
1566,True,625.2,0.0,1.0,-13.023,-4.616,288.09012068354815,1.073
1567,True,1165.6999999999998,0.0,1.0,-12.554,-8.462,-552.2618532087873,1.002
1568,True,730.3,2.0,1.0,-11.038,-7.294,-199.97356873083532,1.118
1569,True,305.1,2.0,1.0,-5.262,-6.36,-112.89969976020622,1.107
